MOUSE   MICROSAT    DATA    FOR RST ANALYSIS                                        
8                                                           
20                                                          
8                                                           
20                                                          
20                                                          
20                                                          
20                                                          
20                                                          
20                                                          
20                                                          
20                                                          
4_149                                                           
2                                                           
149                                                         
4_315                                                           
2                                                           
315                                                         
4_103                                                           
2                                                           
103                                                         
4_104                                                           
2                                                           
104                                                         
4_264                                                           
2                                                           
264                                                         
4_235                                                           
2                                                           
235                                                         
4_181                                                           
2                                                           
181                                                         
4_227                                                           
2                                                           
227                                                         
POS                                                         
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
111 113 117 117 116 116 233 233 124 124 100 100 128 132 202 206
113 113 117 117 116 116 233 233 124 124 100 100 128 132 202 206
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 132 202 206
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
113 113 117 117 116 116 233 233 124 124 100 100 132 132 206 206
113 113 117 117 116 116 233 233 124 124 100 100 128 128 202 202
ST1                                                         
115 119 113 115 114 116 233 233 124 126 100 102 112 130 174 214
115 117 101 113 116 116 233 239 112 122 102 112 126 128 174 182
115 125 101 103 116 116 233 233 122 126 100 112 128 138 174 174
113 115 101 117 116 116 233 233 122 124 100 112 128 130 174 202
115 115 101 101 116 116 233 233 122 122 112 112 128 128 174 174
111 117 101 113 114 116 241 241 118 118 100 100 142 142 190 190
117 117 113 113 116 116 239 239 112 112 102 102 126 126 182 182
117 117 101 113 116 116 239 241 112 118 100 102 126 142 182 190
111 115 113 115 114 114 239 241 102 118 100 126 140 142 190 212
111 115 113 115 114 114 239 241 102 118 100 126 140 142 190 212
115 115 101 101 116 116 233 233 122 122 112 112 128 128 174 174
115 115 101 101 116 116 233 233 122 122 112 112 128 128 174 174
115 117 101 113 116 116 233 239 112 122 102 112 126 128 174 182
117 117 113 113 116 116 239 239 112 112 102 102 126 126 182 182
115 115 101 101 116 116 233 233 122 122 112 112 128 128 174 174
125 125 103 103 116 116 233 233 126 126 100 100 138 138 0   0
107 125 103 113 114 116 233 241 118 126 100 100 138 142 190 190
125 125 103 103 116 116 233 233 126 126 100 100 138 138 0   0
107 125 103 113 114 116 233 241 118 126 100 100 138 142 190 190
107 125 103 113 114 116 233 241 118 126 100 100 138 142 190 190
CRE                                                         
113 117 115 117 116 116 233 233 124 128 100 100 128 132 178 214
115 117 115 115 116 116 233 233 124 126 102 116 128 130 206 210
117 117 111 115 116 140 233 233 124 126 100 116 128 130 178 206
117 117 115 121 116 116 233 233 126 128 102 116 128 128 206 208
117 117 111 115 116 140 233 233 124 126 100 116 128 130 178 206
111 111 117 117 116 116 233 233 124 124 100 100 132 132 206 206
111 111 113 113 114 114 233 233 124 124 100 100 136 136 210 210
117 117 119 119 116 116 233 233 126 126 100 100 132 132 208 208
111 111 113 113 114 114 233 233 124 124 100 100 136 136 210 210
111 117 113 117 114 116 233 233 124 128 100 100 132 136 178 210
117 117 117 117 116 116 233 235 122 128 96  100 126 132 176 210
113 117 113 117 116 116 233 233 122 124 100 116 128 128 190 218
111 111 113 113 114 114 233 233 124 124 100 100 136 136 210 210
111 117 113 119 114 116 233 233 124 128 100 100 132 136 178 210
111 117 113 117 114 116 233 233 124 128 100 100 132 136 178 210
117 117 117 123 116 116 233 233 124 128 100 104 132 134 178 212
111 117 113 119 114 116 233 233 124 126 100 100 132 136 210 210
117 117 117 119 116 116 233 233 126 128 100 100 132 132 178 178
111 117 113 117 114 116 233 233 124 128 100 100 132 136 178 210
117 117 113 117 116 116 233 233 126 130 100 104 132 132 190 206
GAL                                                         
111 111 117 117 116 116 233 233 124 124 100 100 132 132 206 206
154 121 121 109 109 116 116 233 233 122 126 0   0   0   0   0
111 111 117 117 116 116 233 233 124 124 100 100 132 132 206 206
117 121 109 123 116 116 233 233 122 126 100 102 112 112 204 208
119 121 109 111 116 118 233 233 122 128 100 100 130 136 192 200
119 119 111 111 118 118 233 233 128 128 100 100 130 130 192 192
119 121 109 111 116 118 233 233 122 128 100 100 130 136 192 200
117 121 109 123 116 116 233 233 122 126 100 102 112 112 204 208
121 121 109 109 116 116 233 233 122 126 100 100 112 136 200 208
119 121 109 111 116 118 233 233 126 128 100 100 112 130 192 208
113 119 117 117 116 118 233 233 122 130 100 100 128 128 208 210
119 121 117 117 118 118 233 233 126 128 100 102 112 130 178 212
119 119 117 119 116 116 233 233 128 130 100 100 128 128 208 214
119 119 117 117 116 116 233 233 130 130 100 100 128 128 208 208
119 119 117 119 116 116 233 233 128 130 100 100 128 128 208 214
119 119 119 119 116 116 233 233 128 128 100 100 128 128 214 214
119 119 117 119 116 116 233 233 122 130 100 100 128 132 208 216
119 119 117 117 118 118 233 233 128 128 100 100 130 130 212 212
119 119 117 117 116 116 233 233 130 130 100 100 128 128 208 208
115 119 117 121 116 118 233 233 122 124 100 100 128 132 186 204
BIN                                                         
117 117 113 113 116 116 233 233 126 126 104 104 132 132 206 206
111 111 117 117 116 116 233 233 124 124 100 100 132 132 206 206
117 117 109 115 116 116 233 233 124 126 100 100 130 134 208 212
117 117 109 113 116 116 233 233 126 126 100 104 132 134 206 212
117 117 113 113 116 116 233 233 126 126 104 104 132 132 206 206
117 117 113 113 116 116 233 233 126 126 104 104 132 132 206 206
117 117 113 113 116 116 233 233 126 126 104 104 132 132 206 206
117 117 113 113 116 116 233 233 126 126 104 104 132 132 206 206
