MOUSE   MICROSAT    DATA    FOR RST ANALYSIS                                        
8                                                           
20                                                          
8                                                           
20                                                          
20                                                          
20                                                          
20                                                          
20                                                          
20                                                          
20                                                          
20                                                          
4_149                                                           
2                                                           
149                                                         
4_315                                                           
2                                                           
315                                                         
4_103                                                           
2                                                           
103                                                         
4_104                                                           
2                                                           
104                                                         
4_264                                                           
2                                                           
264                                                         
4_235                                                           
2                                                           
235                                                         
4_181                                                           
2                                                           
181                                                         
4_227                                                           
2                                                           
227                                                         
POS                                                         
117 117 113 115 116 116 233 233 124 126 102 104 132 138 204 206
117 117 123 123 116 116 233 233 124 124 104 104 134 134 212 212
115 117 113 113 116 116 233 239 112 124 100 120 128 132 206 210
119 121 107 111 116 116 233 233 122 122 100 102 130 132 176 198
117 119 111 113 116 118 233 233 122 122 100 102 130 132 198 208
115 121 111 113 116 116 233 233 110 124 100 102 134 138 206 208
115 117 111 113 116 116 233 233 110 124 100 100 128 134 206 210
117 117 111 113 116 116 233 239 110 112 100 120 132 134 206 206
115 117 113 113 116 116 233 239 112 124 100 120 128 132 206 210
115 117 113 113 116 116 233 239 112 124 100 120 128 132 206 210
117 121 107 113 116 118 233 233 122 122 100 100 130 130 176 208
117 121 107 119 116 116 233 233 116 122 100 100 130 136 176 202
LVA                                                         
117 121 109 119 116 116 233 233 120 130 100 100 132 134 206 206
109 109 121 121 116 116 233 233 126 126 100 100 140 140 210 210
109 109 121 121 116 116 233 233 126 126 100 100 140 140 210 210
109 109 121 121 116 116 233 233 126 126 100 100 140 140 210 210
109 109 119 121 116 116 233 233 126 134 100 100 132 140 204 210
109 109 121 121 116 116 233 233 126 126 100 100 140 140 210 210
109 109 121 121 116 116 233 233 126 126 100 100 140 140 210 210
109 109 121 121 116 116 233 233 126 126 100 100 140 140 210 210
111 111 117 117 116 116 233 233 122 122 108 108 136 136 210 210
109 111 117 121 116 116 233 233 122 126 100 108 136 140 210 210
113 113 117 117 114 114 233 233 120 120 102 102 132 132 208 208
113 113 117 117 114 114 233 233 120 120 102 102 132 132 208 208
109 113 117 117 114 116 233 233 120 122 100 102 112 132 204 208
109 109 117 117 116 116 233 233 122 122 100 100 112 112 204 204
113 113 117 117 114 114 233 233 120 120 102 102 132 132 208 208
109 113 117 117 114 116 233 233 120 122 100 102 112 132 204 208
121 121 109 109 116 116 233 233 120 120 100 100 132 132 206 206
111 111 117 117 116 116 233 233 118 118 100 100 132 132 206 206
121 121 109 109 116 116 233 233 120 120 100 100 132 132 206 206
113 113 117 117 116 116 233 233 120 120 100 100 132 132 202 206
SPT                                                         
109 117 95  97  116 140 239 239 108 122 116 120 138 148 174 174
109 115 97  109 116 140 233 239 108 116 116 120 134 138 174 174
109 113 97  111 122 140 239 239 108 116 116 120 124 138 174 198
109 113 97  111 122 140 239 239 108 116 116 120 124 138 174 198
115 117 95  97  116 128 233 239 108 122 112 116 134 148 174 174
111 115 117 117 128 132 239 243 120 122 98  116 128 136 184 198
109 109 101 101 116 116 239 239 122 122 116 116 124 124 188 188
109 121 101 103 116 138 239 239 122 122 110 116 124 134 188 188
109 109 109 109 136 136 239 239 116 116 100 100 128 128 198 198
109 115 99  113 138 140 239 239 122 122 116 116 124 134 174 174
117 119 105 107 132 136 239 245 122 128 98  114 134 136 186 186
103 109 103 109 136 140 239 239 122 124 118 118 138 144 180 186
103 119 103 105 132 140 239 245 122 128 98  118 134 138 186 186
103 117 99  105 136 144 233 233 112 122 100 110 124 138 186 186
103 117 99  105 136 144 233 233 112 122 100 110 124 138 186 186
113 115 99  115 138 140 239 239 108 108 98  112 114 136 172 194
113 117 111 115 136 140 239 239 108 118 98  112 136 138 172 194
115 119 101 115 128 138 239 239 108 124 98  126 136 136 194 196
117 119 101 111 128 136 239 239 118 124 112 126 136 138 172 172
115 115 99  99  138 138 239 239 108 124 112 114 114 136 172 174
ST2                                                         
115 121 113 115 116 132 233 239 124 130 100 102 136 136 184 188
109 109 113 113 116 116 239 239 100 100 100 100 114 114 182 182
109 109 115 115 132 132 239 239 100 100 126 126 136 136 186 186
111 121 113 115 116 118 233 239 100 124 100 102 126 132 180 198
115 125 113 115 116 132 233 239 100 130 100 102 114 136 182 184
109 109 115 115 114 132 233 239 100 120 100 126 136 140 176 186
111 117 113 115 116 116 233 241 128 130 100 102 114 136 184 188
109 109 115 115 114 132 233 239 100 120 100 126 136 140 176 186
121 125 113 115 116 116 233 239 120 124 100 102 132 136 188 196
109 109 115 115 132 132 239 239 100 100 126 126 136 136 186 186
109 109 115 115 132 132 239 239 100 100 126 126 136 136 186 186
109 109 115 115 132 132 239 239 100 100 126 126 136 136 186 186
109 109 115 115 114 132 233 239 100 120 100 126 136 140 176 186
109 109 115 115 132 132 239 239 100 100 126 126 136 136 186 186
109 109 115 115 132 132 239 239 100 100 126 126 136 136 186 186
109 109 115 115 114 132 233 239 100 120 100 126 136 140 176 186
125 125 103 103 116 116 233 233 126 126 100 100 138 138 174 174
109 111 105 115 118 132 233 233 100 132 100 102 132 136 180 188
111 125 103 115 116 132 233 239 102 126 100 100 138 144 174 174
109 125 103 105 116 118 233 233 126 132 100 102 136 138 180 180
