 
 ********** RST CALC OUTPUT FOR DATA FILE - MICROSTN.DAT *********
 
 THERE ARE  8  POPULATIONS AND  24  LOCI, NMAX= 20 
 
 LOCUS VARIANCES IN EACH POPULATION:
 
    POP       LOCUS          VARIANCE     MEAN ALELLE  SAMPLE SIZE
 
 SON x GAL    1_316          -0.278   78      38.974   0.292   1.752  0.14303
 SON x GAL    1_58            0.367   78      38.974   0.005   0.579  0.00877
 SON x GAL    1_295          -0.398   74      36.973   1.769   0.483  0.78564
 SON x GAL    3_60            0.271   80      40.000   1.542   0.826  0.65122
 SON x GAL    3_117           0.354   80      40.000   1.705   0.919  0.64968
 SON x GAL    3_149           0.102   80      40.000   0.547   0.486  0.52995
 SON x GAL    3_221           0.163   80      40.000   0.008   0.066  0.10575
 SON x GAL    3_269          -0.025   80      40.000   1.081   0.678  0.61469
 SON x GAL    3_265          -0.145   80      40.000   0.056   0.229  0.19515
 SON x GAL    4_149           0.626   80      40.000   0.055   0.850  0.06070
 SON x GAL    4_315          -0.291   80      40.000   0.850   0.738  0.53528
 SON x GAL    4_103          -0.418   80      40.000   0.009   0.014  0.38544
 SON x GAL    4_104          -0.042   80      40.000   0.521   0.777  0.40142
 SON x GAL    4_264           0.227   80      40.000   0.387   0.409  0.48610
 SON x GAL    4_235          -0.200   78      38.974   0.205   0.417  0.32912
 SON x GAL    4_181          -0.267   78      38.974   0.395   1.276  0.23633
 SON x GAL    4_227          -0.120   74      36.973   1.157   0.595  0.66038
 SON x GAL    6_86           -0.919   78      38.974   1.156   1.239  0.48285
 SON x GAL    6_166          -0.133   78      38.974   0.651   0.654  0.49875
 SON x GAL    6_138          -0.020   78      38.974   0.118   0.338  0.25798
 SON x GAL    6_296           0.404   78      38.974  -0.047   1.840 -0.02632
 SON x GAL    6_157           0.266   80      40.000  -0.013   0.597 -0.02147
 
                 RHO (AVERGING VAR  COMP)=  0.43084
                 RHO (AVERGING OVER LOCI)=  0.35532
       ----------------------------<>-----------------------------
 
 SON x BIN    1_317           0.147   80      40.000   0.124   0.706  0.14925
 SON x BIN    1_64            0.004   80      40.000   0.706   1.089  0.39343
 SON x BIN    1_316          -0.079   80      40.000   0.673   1.742  0.27885
 SON x BIN    1_58            0.113   80      40.000   0.032   0.673  0.04570
 SON x BIN    1_295          -0.497   74      36.973   1.422   0.602  0.70255
 SON x BIN    3_60            0.333   80      40.000   1.325   0.979  0.57506
 SON x BIN    3_117           0.395   80      40.000   1.554   0.897  0.63398
 SON x BIN    3_149           0.183   80      40.000   0.724   0.764  0.48659
 SON x BIN    3_221           0.080   80      40.000  -0.002   0.113 -0.02163
 SON x BIN    3_269          -0.372   80      40.000   0.286   1.014  0.21986
 SON x BIN    3_265          -0.284   80      40.000   0.000   0.089  0.00427
 SON x BIN    4_149           0.470   80      40.000  -0.015   0.739 -0.02132
 SON x BIN    4_315          -0.458   80      40.000   0.466   0.640  0.42140
 SON x BIN    4_103          -0.448   80      40.000   0.003   0.008  0.23508
 SON x BIN    4_104           0.064   80      40.000   0.319   0.984  0.24459
 SON x BIN    4_264          -0.058   80      40.000   0.037   0.585  0.05940
 SON x BIN    4_235           0.011   80      40.000   0.006   0.690  0.00897
 SON x BIN    4_181           0.130   80      40.000  -0.011   0.682 -0.01678
 SON x BIN    4_227          -0.108   76      37.895   1.136   0.601  0.65391
 SON x BIN    6_86           -0.824   80      40.000   1.407   0.986  0.58805
 SON x BIN    6_166          -0.212   80      40.000   0.810   0.638  0.55913
 SON x BIN    6_138           0.379   80      40.000   0.008   1.569  0.00515
 SON x BIN    6_296           0.153   80      40.000   0.094   1.485  0.05947
 SON x BIN    6_157           0.182   80      40.000  -0.010   0.580 -0.01693
 
                 RHO (AVERGING VAR  COMP)=  0.37041
                 RHO (AVERGING OVER LOCI)=  0.26033
       ----------------------------<>-----------------------------
 
 SON x LVA    1_317           0.280   80      40.000  -0.000   1.427 -0.00022
 SON x LVA    1_64           -0.028   80      40.000   0.785   1.069  0.42349
 SON x LVA    1_316          -0.211   80      40.000   0.398   1.569  0.20221
 SON x LVA    1_58            0.385   80      40.000   0.012   0.598  0.01963
 SON x LVA    1_295          -0.399   76      37.895   1.685   0.368  0.82085
 SON x LVA    3_60            0.319   80      40.000   1.374   0.835  0.62208
 SON x LVA    3_117           0.395   80      40.000   1.554   0.897  0.63398
 SON x LVA    3_149           0.053   80      40.000   0.444   0.668  0.39957
 SON x LVA    3_221           0.197   80      40.000   0.019   0.077  0.19872
 SON x LVA    3_269          -0.246   80      40.000   0.526   0.579  0.47607
 SON x LVA    3_265          -0.207   80      40.000   0.022   0.150  0.12710
 SON x LVA    4_149          -0.088   80      40.000   0.512   1.027  0.33286
 SON x LVA    4_315          -0.094   80      40.000   1.446   0.677  0.68122
 SON x LVA    4_103          -0.482   80      40.000  -0.000   0.012 -0.02373
 SON x LVA    4_104          -0.042   80      40.000   0.521   0.777  0.40142
 SON x LVA    4_264           0.011   80      40.000   0.094   0.442  0.17556
 SON x LVA    4_235          -0.155   80      40.000   0.139   0.453  0.23485
 SON x LVA    4_181           0.215   80      40.000  -0.033   1.377 -0.02420
 SON x LVA    4_227           0.026   76      37.895   1.561   0.397  0.79714
 SON x LVA    6_86           -0.681   80      40.000   1.933   0.971  0.66558
 SON x LVA    6_166           0.282   80      40.000   0.026   0.724  0.03452
 SON x LVA    6_138          -0.118   80      40.000   0.220   0.597  0.26903
 SON x LVA    6_296           0.133   80      40.000   0.123   1.174  0.09485
 SON x LVA    6_157           0.231   80      40.000  -0.006   0.236 -0.02564
 
                 RHO (AVERGING VAR  COMP)=  0.43849
                 RHO (AVERGING OVER LOCI)=  0.31404
       ----------------------------<>-----------------------------
 
 SON x SPT    1_317           0.097   80      40.000   0.180   0.773  0.18901
 SON x SPT    1_64            0.912   80      40.000   0.140   1.717  0.07563
 SON x SPT    1_316          -0.626   80      40.000  -0.058   2.537 -0.02336
 SON x SPT    1_58           -0.804   80      40.000   2.291   0.430  0.84212
 SON x SPT    1_295          -0.985   76      37.895   0.246   0.714  0.25629
 SON x SPT    3_60            1.078   80      40.000  -0.019   1.228 -0.01569
 SON x SPT    3_117           1.316   80      40.000  -0.031   1.339 -0.02396
 SON x SPT    3_149          -0.752   80      40.000   0.199   0.516  0.27824
 SON x SPT    3_221          -0.802   80      40.000   1.559   1.871  0.45445
 SON x SPT    3_269          -1.069   80      40.000   0.161   0.915  0.14972
 SON x SPT    3_265           0.338   80      40.000   0.851   0.667  0.56048
 SON x SPT    4_149           0.001   80      40.000   0.338   1.227  0.21605
 SON x SPT    4_315          -1.154   80      40.000   0.057   1.069  0.05063
 SON x SPT    4_103           0.677   80      40.000   2.685   0.701  0.79296
 SON x SPT    4_104           0.928   80      40.000   0.373   1.246  0.23038
 SON x SPT    4_264          -0.346   80      40.000   0.015   0.699  0.02126
 SON x SPT    4_235           0.527   80      40.000   0.309   0.978  0.23994
 SON x SPT    4_181           0.196   80      40.000  -0.033   1.332 -0.02543
 SON x SPT    4_227          -0.953   76      37.895  -0.013   0.629 -0.02109
 SON x SPT    6_86           -0.511   80      40.000   2.647   1.694  0.60981
 SON x SPT    6_166           0.140   80      40.000   0.148   0.832  0.15073
 SON x SPT    6_138           0.222   80      40.000  -0.018   0.733 -0.02562
 SON x SPT    6_296           0.465   80      40.000  -0.026   1.282 -0.02052
 SON x SPT    6_157          -0.266   80      40.000   0.479   0.623  0.43445
 
                 RHO (AVERGING VAR  COMP)=  0.32644
                 RHO (AVERGING OVER LOCI)=  0.22485
       ----------------------------<>-----------------------------
 
 SON x PAV    1_317           0.258   80      40.000   0.034   0.585  0.05419
 SON x PAV    1_64            0.646   80      40.000  -0.031   1.354 -0.02361
 SON x PAV    1_316          -0.342   80      40.000   0.179   1.897  0.08604
 SON x PAV    1_58            0.287   80      40.000  -0.010   0.434 -0.02418
 SON x PAV    1_295          -1.044   76      37.895   0.176   0.478  0.26960
 SON x PAV    3_60            0.716   80      40.000   0.354   1.204  0.22745
 SON x PAV    3_117           0.595   80      40.000   0.918   1.171  0.43943
 SON x PAV    3_149          -0.683   80      40.000   0.116   0.635  0.15411
 SON x PAV    3_221           0.222   80      40.000   0.024   0.328  0.06874
 SON x PAV    3_269          -0.445   80      40.000   0.190   0.629  0.23187
 SON x PAV    3_265          -0.619   80      40.000   0.142   1.458  0.08857
 SON x PAV    4_149           0.029   80      40.000   0.283   1.578  0.15206
 SON x PAV    4_315          -0.467   80      40.000   0.449   0.709  0.38756
 SON x PAV    4_103           0.081   80      40.000   0.625   0.617  0.50355
 SON x PAV    4_104           0.601   80      40.000  -0.003   1.349 -0.00244
 SON x PAV    4_264          -0.740   80      40.000   0.498   1.805  0.21610
 SON x PAV    4_235           0.467   80      40.000   0.199   1.712  0.10402
 SON x PAV    4_181           0.284   80      40.000  -0.011   1.250 -0.00909
 SON x PAV    4_227          -0.945   76      37.895  -0.010   0.469 -0.02224
 SON x PAV    6_86           -0.581   80      40.000   2.346   1.133  0.67430
 SON x PAV    6_166           0.097   80      40.000   0.198   0.978  0.16815
 SON x PAV    6_138          -0.170   80      40.000   0.303   0.353  0.46228
 SON x PAV    6_296           0.061   80      40.000   0.216   1.052  0.17030
 SON x PAV    6_157           0.049   80      40.000   0.040   1.038  0.03744
 
                 RHO (AVERGING VAR  COMP)=  0.22973
                 RHO (AVERGING OVER LOCI)=  0.18393
       ----------------------------<>-----------------------------
 
 CRE x GAL    1_317           0.019   78      38.974   0.013   1.648  0.00801
 CRE x GAL    1_64           -0.498   78      38.974  -0.002   0.095 -0.02179
 CRE x GAL    1_316           0.169   78      38.974  -0.006   0.266 -0.02161
 CRE x GAL    1_58            0.170   78      38.974   0.160   0.378  0.29710
 CRE x GAL    1_295           0.499   78      38.974  -0.015   0.626 -0.02460
 CRE x GAL    3_60           -0.408   80      40.000   0.074   0.419  0.14972
 CRE x GAL    3_117          -0.525   80      40.000   0.004   0.027  0.14277
 CRE x GAL    3_149           0.562   80      40.000  -0.008   0.716 -0.01188
 CRE x GAL    3_221           0.354   80      40.000   0.028   0.094  0.22673
 CRE x GAL    3_269           0.638   80      40.000   0.003   0.369  0.00791
 CRE x GAL    3_265          -0.078   80      40.000   0.015   0.324  0.04508
 CRE x GAL    4_149           0.425   80      40.000   0.303   0.414  0.42254
 CRE x GAL    4_315           0.409   80      40.000  -0.005   0.349 -0.01566
 CRE x GAL    4_103          -0.344   80      40.000  -0.007   0.282 -0.02530
 CRE x GAL    4_104          -0.553   80      40.000  -0.000   0.006 -0.00000
 CRE x GAL    4_264           0.617   80      40.000   0.004   0.106  0.03225
 CRE x GAL    4_235          -0.403   78      38.974   0.028   0.241  0.10387
 CRE x GAL    4_181          -0.322   78      38.974   0.314   0.764  0.29132
 CRE x GAL    4_227           0.433   78      38.974   0.050   0.816  0.05729
 CRE x GAL    6_86           -0.005   78      38.974   0.021   0.317  0.06220
 CRE x GAL    6_166          -0.016   78      38.974   0.940   0.571  0.62233
 CRE x GAL    6_138          -0.312   78      38.974  -0.007   0.360 -0.02000
 CRE x GAL    6_296          -0.076   78      38.974   0.400   1.107  0.26540
 CRE x GAL    6_157           0.571   80      40.000   0.128   0.747  0.14623
 
                 RHO (AVERGING VAR  COMP)=  0.18062
                 RHO (AVERGING OVER LOCI)=  0.11416
       ----------------------------<>-----------------------------
 
 CRE x BIN    1_317           0.031   80      40.000  -0.000   1.798 -0.00011
 CRE x BIN    1_64           -0.543   80      40.000   0.005   0.070  0.06856
 CRE x BIN    1_316           0.357   80      40.000   0.047   0.255  0.15462
 CRE x BIN    1_58           -0.079   80      40.000  -0.009   0.472 -0.02027
 CRE x BIN    1_295           0.406   78      38.974  -0.008   0.746 -0.01044
 CRE x BIN    3_60           -0.345   80      40.000   0.026   0.572  0.04412
 CRE x BIN    3_117          -0.483   80      40.000   0.000   0.005  0.00986
 CRE x BIN    3_149           0.643   80      40.000   0.020   0.994  0.01954
 CRE x BIN    3_221           0.270   80      40.000   0.081   0.141  0.36428
 CRE x BIN    3_269           0.291   80      40.000   0.127   0.705  0.15240
 CRE x BIN    3_265          -0.217   80      40.000  -0.003   0.183 -0.01481
 CRE x BIN    4_149           0.269   80      40.000   0.107   0.303  0.26204
 CRE x BIN    4_315           0.241   80      40.000   0.081   0.252  0.24285
 CRE x BIN    4_103          -0.374   80      40.000  -0.004   0.276 -0.01529
 CRE x BIN    4_104          -0.447   80      40.000   0.013   0.213  0.05959
 CRE x BIN    4_264           0.332   80      40.000   0.098   0.282  0.25810
 CRE x BIN    4_235          -0.187   80      40.000   0.003   0.514  0.00599
 CRE x BIN    4_181           0.076   80      40.000  -0.004   0.170 -0.02564
 CRE x BIN    4_227           0.431   80      40.000   0.045   0.823  0.05155
 CRE x BIN    6_86            0.068   80      40.000   0.003   0.064  0.03832
 CRE x BIN    6_166          -0.099   80      40.000   1.128   0.555  0.67035
 CRE x BIN    6_138           0.094   80      40.000   0.345   1.592  0.17800
 CRE x BIN    6_296          -0.315   80      40.000   0.071   0.753  0.08620
 CRE x BIN    6_157           0.487   80      40.000   0.233   0.730  0.24194
 
                 RHO (AVERGING VAR  COMP)=  0.16170
                 RHO (AVERGING OVER LOCI)=  0.11757
       ----------------------------<>-----------------------------
 
 CRE x LVA    1_317           0.164   80      40.000  -0.062   2.519 -0.02541
 CRE x LVA    1_64           -0.575   80      40.000   0.015   0.050  0.23077
 CRE x LVA    1_316           0.225   80      40.000  -0.000   0.083 -0.00099
 CRE x LVA    1_58            0.194   80      40.000   0.179   0.397  0.31077
 CRE x LVA    1_295           0.476   80      40.000  -0.013   0.511 -0.02561
 CRE x LVA    3_60           -0.359   80      40.000   0.038   0.428  0.08215
 CRE x LVA    3_117          -0.483   80      40.000   0.000   0.005  0.00986
 CRE x LVA    3_149           0.513   80      40.000  -0.022   0.898 -0.02469
 CRE x LVA    3_221           0.388   80      40.000   0.013   0.106  0.10835
 CRE x LVA    3_269           0.417   80      40.000   0.034   0.271  0.11205
 CRE x LVA    3_265          -0.140   80      40.000  -0.002   0.245 -0.00753
 CRE x LVA    4_149          -0.289   80      40.000   0.187   0.591  0.24069
 CRE x LVA    4_315           0.606   80      40.000   0.041   0.288  0.12487
 CRE x LVA    4_103          -0.408   80      40.000   0.003   0.281  0.01058
 CRE x LVA    4_104          -0.553   80      40.000  -0.000   0.006 -0.00000
 CRE x LVA    4_264           0.401   80      40.000   0.048   0.140  0.25625
 CRE x LVA    4_235          -0.353   80      40.000   0.005   0.277  0.01704
 CRE x LVA    4_181           0.161   80      40.000  -0.007   0.865 -0.00852
 CRE x LVA    4_227           0.558   80      40.000   0.174   0.619  0.21993
 CRE x LVA    6_86            0.211   80      40.000   0.018   0.050  0.26353
 CRE x LVA    6_166           0.395   80      40.000   0.121   0.640  0.15867
 CRE x LVA    6_138          -0.402   80      40.000  -0.009   0.620 -0.01432
 CRE x LVA    6_296          -0.335   80      40.000   0.063   0.442  0.12430
 CRE x LVA    6_157           0.536   80      40.000   0.177   0.386  0.31394
 
                 RHO (AVERGING VAR  COMP)=  0.08545
                 RHO (AVERGING OVER LOCI)=  0.10319
       ----------------------------<>-----------------------------
 
 CRE x SPT    1_317          -0.019   80      40.000   0.033   1.865  0.01735
 CRE x SPT    1_64            0.365   80      40.000   1.426   0.698  0.67148
 CRE x SPT    1_316          -0.190   80      40.000   0.268   1.050  0.20320
 CRE x SPT    1_58           -0.995   80      40.000   1.548   0.229  0.87113
 CRE x SPT    1_295          -0.081   80      40.000   0.605   0.857  0.41360
 CRE x SPT    3_60            0.399   80      40.000   0.704   0.821  0.46173
 CRE x SPT    3_117           0.437   80      40.000   1.651   0.447  0.78706
 CRE x SPT    3_149          -0.292   80      40.000   1.215   0.746  0.61949
 CRE x SPT    3_221          -0.611   80      40.000   2.315   1.900  0.54929
 CRE x SPT    3_269          -0.406   80      40.000   1.853   0.607  0.75338
 CRE x SPT    3_265           0.405   80      40.000   0.681   0.762  0.47209
 CRE x SPT    4_149          -0.199   80      40.000   0.085   0.791  0.09681
 CRE x SPT    4_315          -0.454   80      40.000   1.619   0.681  0.70399
 CRE x SPT    4_103           0.751   80      40.000   2.345   0.969  0.70754
 CRE x SPT    4_104           0.416   80      40.000   1.834   0.475  0.79439
 CRE x SPT    4_264           0.043   80      40.000   0.526   0.396  0.57036
 CRE x SPT    4_235           0.330   80      40.000   0.714   0.801  0.47116
 CRE x SPT    4_181           0.142   80      40.000  -0.012   0.819 -0.01478
 CRE x SPT    4_227          -0.372   80      40.000   0.752   0.850  0.46943
 CRE x SPT    6_86            0.381   80      40.000   0.124   0.772  0.13852
 CRE x SPT    6_166           0.254   80      40.000   0.307   0.748  0.29078
 CRE x SPT    6_138          -0.062   80      40.000   0.140   0.756  0.15610
 CRE x SPT    6_296          -0.003   80      40.000   0.535   0.550  0.49326
 CRE x SPT    6_157           0.039   80      40.000   1.268   0.773  0.62126
 
                 RHO (AVERGING VAR  COMP)=  0.53787
                 RHO (AVERGING OVER LOCI)=  0.47161
       ----------------------------<>-----------------------------
 
 CRE x PAV    1_317           0.141   80      40.000  -0.039   1.677 -0.02376
 CRE x PAV    1_64            0.099   80      40.000   0.671   0.335  0.66704
 CRE x PAV    1_316           0.094   80      40.000   0.010   0.410  0.02303
 CRE x PAV    1_58            0.095   80      40.000   0.081   0.233  0.25838
 CRE x PAV    1_295          -0.137   80      40.000   0.743   0.621  0.54447
 CRE x PAV    3_60            0.037   80      40.000   0.095   0.797  0.10685
 CRE x PAV    3_117          -0.284   80      40.000   0.066   0.278  0.19102
 CRE x PAV    3_149          -0.223   80      40.000   1.005   0.866  0.53731
 CRE x PAV    3_221           0.412   80      40.000  -0.001   0.356 -0.00228
 CRE x PAV    3_269           0.218   80      40.000   0.226   0.320  0.41399
 CRE x PAV    3_265          -0.552   80      40.000   0.228   1.553  0.12811
 CRE x PAV    4_149          -0.172   80      40.000   0.052   1.143  0.04359
 CRE x PAV    4_315           0.233   80      40.000   0.086   0.321  0.21160
 CRE x PAV    4_103           0.155   80      40.000   0.462   0.885  0.34300
 CRE x PAV    4_104           0.090   80      40.000   0.791   0.578  0.57760
 CRE x PAV    4_264          -0.350   80      40.000   1.622   1.503  0.51907
 CRE x PAV    4_235           0.269   80      40.000   0.556   1.536  0.26587
 CRE x PAV    4_181           0.230   80      40.000   0.029   0.738  0.03768
 CRE x PAV    4_227          -0.364   80      40.000   0.737   0.691  0.51637
 CRE x PAV    6_86            0.311   80      40.000   0.073   0.212  0.25633
 CRE x PAV    6_166           0.210   80      40.000   0.376   0.894  0.29617
 CRE x PAV    6_138          -0.454   80      40.000   0.015   0.375  0.03842
 CRE x PAV    6_296          -0.407   80      40.000   0.021   0.320  0.06111
 CRE x PAV    6_157           0.354   80      40.000   0.445   1.188  0.27258
 
                 RHO (AVERGING VAR  COMP)=  0.31899
                 RHO (AVERGING OVER LOCI)=  0.26181
       ----------------------------<>-----------------------------
 
 GAL x BIN    1_317          -0.134   78      38.974  -0.009   0.390 -0.02473
 GAL x BIN    1_64           -0.559   78      38.974   0.002   0.064  0.03435
 GAL x BIN    1_316           0.336   78      38.974   0.060   0.445  0.11831
 GAL x BIN    1_58            0.206   78      38.974   0.116   0.612  0.15906
 GAL x BIN    1_295           0.424   76      38.000   0.006   0.465  0.01301
 GAL x BIN    3_60           -0.551   80      40.000   0.004   0.153  0.02564
 GAL x BIN    3_117          -0.534   80      40.000   0.003   0.025  0.10256
 GAL x BIN    3_149           0.712   80      40.000   0.002   0.446  0.00406
 GAL x BIN    3_221           0.148   80      40.000   0.012   0.080  0.12874
 GAL x BIN    3_269           0.369   80      40.000   0.222   0.749  0.22847
 GAL x BIN    3_265          -0.109   80      40.000   0.031   0.290  0.09766
 GAL x BIN    4_149           0.665   80      40.000   0.041   0.321  0.11266
 GAL x BIN    4_315           0.201   80      40.000   0.046   0.397  0.10462
 GAL x BIN    4_103          -0.381   80      40.000   0.002   0.009  0.14889
 GAL x BIN    4_104          -0.456   80      40.000   0.017   0.206  0.07692
 GAL x BIN    4_264           0.387   80      40.000   0.154   0.324  0.32248
 GAL x BIN    4_235          -0.311   78      38.974   0.089   0.278  0.24332
 GAL x BIN    4_181          -0.322   78      38.974   0.315   0.718  0.30512
 GAL x BIN    4_227           0.618   78      38.974  -0.011   0.434 -0.02610
 GAL x BIN    6_86           -0.052   78      38.974   0.004   0.300  0.01160
 GAL x BIN    6_166          -0.792   78      38.974  -0.008   0.634 -0.01263
 GAL x BIN    6_138           0.138   78      38.974   0.287   1.653  0.14776
 GAL x BIN    6_296           0.141   78      38.974   0.087   1.514  0.05438
 GAL x BIN    6_157           0.217   80      40.000  -0.010   0.945 -0.01028
 
                 RHO (AVERGING VAR  COMP)=  0.11318
                 RHO (AVERGING OVER LOCI)=  0.09858
       ----------------------------<>-----------------------------
 
 GAL x LVA    1_317           0.002   78      38.974   0.016   1.111  0.01445
 GAL x LVA    1_64           -0.591   78      38.974   0.010   0.045  0.18919
 GAL x LVA    1_316           0.201   78      38.974  -0.001   0.272 -0.00206
 GAL x LVA    1_58            0.486   78      38.974  -0.013   0.537 -0.02528
 GAL x LVA    1_295           0.496   78      38.974  -0.005   0.230 -0.02176
 GAL x LVA    3_60           -0.565   80      40.000   0.005   0.009  0.33333
 GAL x LVA    3_117          -0.534   80      40.000   0.003   0.025  0.10256
 GAL x LVA    3_149           0.582   80      40.000  -0.004   0.350 -0.01156
 GAL x LVA    3_221           0.266   80      40.000   0.001   0.045  0.02671
 GAL x LVA    3_269           0.495   80      40.000   0.090   0.314  0.22238
 GAL x LVA    3_265          -0.032   80      40.000  -0.001   0.351 -0.00331
 GAL x LVA    4_149           0.107   80      40.000   1.004   0.609  0.62232
 GAL x LVA    4_315           0.565   80      40.000   0.066   0.433  0.13274
 GAL x LVA    4_103          -0.414   80      40.000   0.008   0.013  0.36993
 GAL x LVA    4_104          -0.562   80      40.000   0.000   0.000  0.96892
 GAL x LVA    4_264           0.456   80      40.000   0.089   0.182  0.32866
 GAL x LVA    4_235          -0.481   78      38.974   0.005   0.041  0.10417
 GAL x LVA    4_181          -0.235   78      38.974   0.450   1.413  0.24173
 GAL x LVA    4_227           0.749   78      38.974   0.023   0.230  0.09112
 GAL x LVA    6_86            0.095   78      38.974   0.088   0.285  0.23572
 GAL x LVA    6_166          -0.285   78      38.974   0.351   0.719  0.32771
 GAL x LVA    6_138          -0.371   78      38.974  -0.001   0.681 -0.00089
 GAL x LVA    6_296           0.121   78      38.974   0.116   1.202  0.08781
 GAL x LVA    6_157           0.266   80      40.000  -0.013   0.601 -0.02150
 
                 RHO (AVERGING VAR  COMP)=  0.19083
                 RHO (AVERGING OVER LOCI)=  0.17971
       ----------------------------<>-----------------------------
 
 GAL x SPT    1_317          -0.185   78      38.974  -0.009   0.457 -0.02067
 GAL x SPT    1_64            0.373   78      38.974   1.475   0.692  0.68066
 GAL x SPT    1_316          -0.225   78      38.974   0.225   1.240  0.15340
 GAL x SPT    1_58           -0.734   78      38.974   2.741   0.369  0.88128
 GAL x SPT    1_295          -0.075   78      38.974   0.658   0.576  0.53314
 GAL x SPT    3_60            0.194   80      40.000   1.294   0.402  0.76299
 GAL x SPT    3_117           0.387   80      40.000   1.840   0.467  0.79757
 GAL x SPT    3_149          -0.223   80      40.000   1.455   0.199  0.87992
 GAL x SPT    3_221          -0.733   80      40.000   1.814   1.838  0.49672
 GAL x SPT    3_269          -0.328   80      40.000   2.165   0.650  0.76910
 GAL x SPT    3_265           0.513   80      40.000   0.446   0.869  0.33940
 GAL x SPT    4_149           0.197   80      40.000   0.760   0.810  0.48429
 GAL x SPT    4_315          -0.495   80      40.000   1.471   0.826  0.64042
 GAL x SPT    4_103           0.745   80      40.000   2.381   0.702  0.77229
 GAL x SPT    4_104           0.408   80      40.000   1.868   0.468  0.79951
 GAL x SPT    4_264           0.099   80      40.000   0.647   0.439  0.59585
 GAL x SPT    4_235           0.218   78      38.974   1.069   0.566  0.65407
 GAL x SPT    4_181          -0.255   78      38.974   0.414   1.367  0.23262
 GAL x SPT    4_227          -0.205   78      38.974   1.298   0.462  0.73766
 GAL x SPT    6_86            0.270   78      38.974   0.277   1.008  0.21556
 GAL x SPT    6_166          -0.430   78      38.974   0.144   0.827  0.14860
 GAL x SPT    6_138          -0.023   78      38.974   0.103   0.817  0.11157
 GAL x SPT    6_296           0.461   78      38.974  -0.027   1.311 -0.02071
 GAL x SPT    6_157          -0.231   80      40.000   0.540   0.988  0.35361
 
                 RHO (AVERGING VAR  COMP)=  0.57721
                 RHO (AVERGING OVER LOCI)=  0.49995
       ----------------------------<>-----------------------------
 
 GAL x PAV    1_317          -0.021   78      38.974   0.025   0.269  0.08549
 GAL x PAV    1_64            0.100   78      38.974   0.705   0.330  0.68155
 GAL x PAV    1_316           0.066   78      38.974  -0.004   0.600 -0.00725
 GAL x PAV    1_58            0.384   78      38.974   0.004   0.374  0.01033
 GAL x PAV    1_295          -0.132   78      38.974   0.801   0.341  0.70165
 GAL x PAV    3_60           -0.168   80      40.000   0.387   0.378  0.50613
 GAL x PAV    3_117          -0.334   80      40.000   0.109   0.299  0.26724
 GAL x PAV    3_149          -0.154   80      40.000   1.226   0.318  0.79415
 GAL x PAV    3_221           0.290   80      40.000  -0.000   0.295 -0.00163
 GAL x PAV    3_269           0.296   80      40.000   0.344   0.364  0.48604
 GAL x PAV    3_265          -0.444   80      40.000   0.407   1.660  0.19687
 GAL x PAV    4_149           0.224   80      40.000   0.683   1.161  0.37053
 GAL x PAV    4_315           0.192   80      40.000   0.050   0.466  0.09747
 GAL x PAV    4_103           0.148   80      40.000   0.482   0.618  0.43831
 GAL x PAV    4_104           0.082   80      40.000   0.813   0.572  0.58710
 GAL x PAV    4_264          -0.294   80      40.000   1.830   1.545  0.54222
 GAL x PAV    4_235           0.156   78      38.974   0.880   1.300  0.40369
 GAL x PAV    4_181          -0.164   78      38.974   0.600   1.286  0.31809
 GAL x PAV    4_227          -0.197   78      38.974   1.278   0.302  0.80874
 GAL x PAV    6_86            0.198   78      38.974   0.192   0.447  0.30013
 GAL x PAV    6_166          -0.474   78      38.974   0.095   0.973  0.08886
 GAL x PAV    6_138          -0.425   78      38.974   0.030   0.437  0.06447
 GAL x PAV    6_296           0.047   78      38.974   0.207   1.080  0.16095
 GAL x PAV    6_157           0.084   80      40.000   0.059   1.403  0.04018
 
                 RHO (AVERGING VAR  COMP)=  0.39985
                 RHO (AVERGING OVER LOCI)=  0.33089
       ----------------------------<>-----------------------------
 
 BIN x LVA    1_317           0.014   80      40.000   0.004   1.261  0.00304
 BIN x LVA    1_64           -0.634   80      40.000   0.002   0.020  0.07101
 BIN x LVA    1_316           0.388   80      40.000   0.028   0.262  0.09641
 BIN x LVA    1_58            0.229   80      40.000   0.133   0.631  0.17380
 BIN x LVA    1_295           0.403   78      38.974   0.001   0.350  0.00397
 BIN x LVA    3_60           -0.502   80      40.000  -0.004   0.162 -0.02313
 BIN x LVA    3_117          -0.492   80      40.000  -0.000   0.003 -0.02564
 BIN x LVA    3_149           0.663   80      40.000   0.018   0.629  0.02743
 BIN x LVA    3_221           0.182   80      40.000   0.025   0.092  0.21569
 BIN x LVA    3_269           0.148   80      40.000   0.015   0.650  0.02305
 BIN x LVA    3_265          -0.171   80      40.000   0.007   0.211  0.03048
 BIN x LVA    4_149          -0.049   80      40.000   0.610   0.498  0.55063
 BIN x LVA    4_315           0.397   80      40.000   0.257   0.336  0.43335
 BIN x LVA    4_103          -0.445   80      40.000   0.002   0.008  0.21178
 BIN x LVA    4_104          -0.456   80      40.000   0.017   0.206  0.07692
 BIN x LVA    4_264           0.171   80      40.000   0.001   0.358  0.00148
 BIN x LVA    4_235          -0.263   80      40.000   0.047   0.314  0.13052
 BIN x LVA    4_181           0.161   80      40.000  -0.006   0.819 -0.00757
