MOUSE MICROSAT DATA FOR RST ANALYSIS
6
20
8
20
20
20
20
20
20
20
20
3_60
2
60
3_117
2
117
3_149
2
149
3_221
2
221
3_269
2
269
3_265
2
265
POS
162 162 153 153 138 142 148 148 128 130 150 150
162 162 153 153 138 142 148 148 128 130 150 150
162 162 153 153 138 142 148 148 128 130 150 150
162 162 153 153 138 138 148 148 130 130 150 150
162 162 153 153 138 142 148 148 128 130 150 150
162 162 153 153 138 138 148 148 130 130 156 156
162 162 153 153 138 152 148 148 124 130 150 156
162 162 153 153 138 152 148 148 124 130 150 156
162 162 153 153 138 154 144 148 124 128 150 154
SPT
162 172 171 183 129 144 144 156 118 124 156 166
162 172 175 183 129 129 152 156 118 124 156 158
162 182 169 171 138 144 144 144 116 124 156 166
162 172 171 183 129 144 144 156 118 124 156 166
162 172 157 169 126 126 126 136 118 124 146 156
162 172 169 175 126 129 134 156 118 126 148 158
172 180 157 173 125 129 126 144 112 118 156 166
180 180 157 157 125 125 144 144 112 112 156 156
162 180 157 157 125 129 144 150 112 124 158 158
180 180 157 157 125 125 144 144 112 112 144 148
180 180 169 173 125 140 128 144 112 116 144 146
174 174 169 169 125 125 128 128 112 112 158 158
174 174 169 169 125 125 128 128 112 112 158 158
172 174 155 169 125 125 128 128 112 124 156 158
172 174 155 169 125 125 128 128 112 124 156 158
172 180 171 175 125 129 128 128 112 124 158 160
172 180 171 175 125 129 128 138 112 124 158 160
172 180 171 171 125 133 138 138 112 124 150 160
172 180 171 175 125 129 128 138 112 124 158 160
180 180 171 177 125 125 144 144 112 112 160 162
ST2
162 178 157 177 121 126 146 148 120 128 148 150
180 180 157 157 140 140 158 158 116 116 148 148
172 172 153 153 129 129 148 148 124 124 146 148
162 178 155 157 126 146 144 146 120 122 132 140
162 162 157 177 121 121 148 148 128 128 148 148
162 172 153 157 121 129 148 148 124 128 148 148
162 174 153 157 146 148 144 146 122 124 148 166
162 172 153 153 129 142 148 148 124 128 146 148
162 178 157 177 121 126 144 146 120 130 150 166
172 172 153 153 129 129 148 148 124 124 148 148
172 172 153 153 129 129 148 148 124 124 148 148
162 172 153 157 121 129 148 148 124 128 146 148
162 162 157 157 121 121 148 148 128 128 148 148
172 172 153 153 129 129 148 148 124 124 146 148
162 172 153 157 121 129 148 148 124 128 146 148
162 172 153 157 121 129 148 148 124 128 148 148
162 172 153 157 131 140 150 158 122 124 132 146
162 172 153 153 131 140 150 158 122 124 132 166
162 172 153 157 131 140 150 158 122 124 132 146
162 162 153 157 121 140 144 150 122 128 132 166
