MOUSE MICROSAT DATA FOR RST ANALYSIS                
5
20
8
20
20
20
19
20
20
20
20
1_317
2
317
1_64
2
64
1_316
2
316
1_58
2
58
1_295
2
295
POS
104 104 122 122 154 154 256 256 192 192
102 106 122 122 132 154 256 256 178 192
106 118 122 122 132 132 256 256 178 192
104 104 122 122 130 152 256 256 178 178
106 106 128 128 150 152 254 256 182 182
ST2
104 108 122 124 142 144 266 266 178 192
104 104 124 124 144 144 262 262 196 196
106 108 122 122 142 142 266 266 178 178
106 106 120 122 138 142 264 266 180 186
106 108 126 132 144 152 258 266 178 178
104 106 122 122 142 142 264 266 180 180
104 118 114 114 144 144 264 264 176 176
106 106 122 122 142 142 264 266 180 180
108 108 114 122 142 142 260 266 178 190
106 108 122 122 142 142 264 266 180 180
104 106 122 122 142 142 264 266 180 180
104 104 122 122 142 142 264 264 180 180
104 108 122 122 142 142 264 266 178 180
106 108 122 122 142 142 266 266 178 178
104 104 122 122 142 142 264 266 178 180
104 108 122 122 142 142 264 266 180 180
106 108 114 124 128 148 264 266 176 176
106 106 124 124 148 148 266 266 176 178
106 108 114 114 128 146 264 264 176 178
106 108 114 132 144 144 258 266 186 194
